Order_ID,Order_Date,Category,City,Price,Quantity,Revenue
215,2026-02-27,Groceries,Bangalore,1047,7,7329
216,2024-11-14,Groceries,Hyderabad,3174,2,6348
217,2025-06-06,Sports,Delhi,1227,6,7362
218,2024-07-06,Furniture,Mumbai,3664,8,29312
219,2025-12-18,Electronics,Bangalore,2570,4,10280
220,2026-04-02,Clothing,Bangalore,2814,8,22512
221,2025-04-17,Clothing,Hyderabad,590,7,4130
222,2026-02-07,Electronics,Delhi,331,5,1655
223,2025-04-26,Sports,Delhi,3717,2,7434
224,2025-10-12,Furniture,Delhi,2167,3,6501
225,2026-04-21,Electronics,Delhi,4913,2,9826
226,2025-07-16,Clothing,Mumbai,1021,7,7147
227,2024-12-27,Electronics,Chennai,2873,8,22984
228,2025-08-09,Sports,Chennai,517,7,3619
229,2025-08-27,Clothing,Hyderabad,831,4,3324
230,2025-11-28,Electronics,Delhi,2187,2,4374
231,2026-01-16,Clothing,Mumbai,4877,10,48770
232,2026-05-15,Sports,Chennai,479,7,3353
233,2026-06-22,Furniture,Mumbai,2787,6,16722
234,2025-08-28,Electronics,Chennai,4923,3,14769
235,2025-12-29,Electronics,Hyderabad,517,6,3102
236,2025-08-13,Furniture,Delhi,2634,8,21072
237,2026-06-19,Groceries,Bangalore,507,8,4056
238,2026-06-25,Furniture,Bangalore,3687,6,22122
239,2025-03-19,Clothing,Chennai,3212,10,32120
240,2026-06-08,Furniture,Hyderabad,4619,7,32333
241,2024-08-14,Clothing,Bangalore,4624,5,23120
242,2025-04-15,Groceries,Hyderabad,3017,3,9051
243,2025-07-18,Sports,Delhi,3708,7,25956
244,2025-09-29,Electronics,Bangalore,3622,3,10866
245,2024-09-04,Clothing,Mumbai,2841,3,8523
246,2024-11-26,Groceries,Hyderabad,4549,3,13647
247,2025-01-15,Sports,Hyderabad,311,3,933
248,2026-06-06,Groceries,Bangalore,3342,2,6684
249,2025-12-16,Clothing,Hyderabad,3169,5,15845
250,2025-05-07,Sports,Mumbai,4678,6,28068
251,2024-11-06,Groceries,Mumbai,751,8,6008
252,2025-10-24,Sports,Hyderabad,4944,9,44496
253,2024-12-15,Furniture,Chennai,2720,10,27200
254,2025-02-21,Electronics,Delhi,4992,6,29952
255,2024-08-02,Electronics,Delhi,4665,8,37320
256,2025-06-20,Electronics,Hyderabad,480,5,2400
257,2024-08-27,Clothing,Hyderabad,942,9,8478
258,2025-12-28,Electronics,Chennai,2176,10,21760
259,2026-06-05,Groceries,Chennai,3286,4,13144
260,2026-05-01,Sports,Mumbai,4003,2,8006
261,2026-04-25,Sports,Chennai,3390,7,23730
262,2025-01-10,Groceries,Bangalore,1726,2,3452
263,2025-03-09,Electronics,Delhi,4126,5,20630
264,2026-03-06,Clothing,Hyderabad,3788,1,3788
265,2024-07-29,Sports,Chennai,2468,1,2468
266,2025-05-07,Sports,Chennai,3225,10,32250
267,2025-07-27,Groceries,Hyderabad,196,7,1372
268,2024-11-15,Clothing,Bangalore,3731,7,26117
269,2025-10-23,Electronics,Delhi,375,1,375
270,2024-07-04,Clothing,Hyderabad,288,1,288
271,2025-01-24,Electronics,Chennai,528,2,1056
272,2026-02-18,Furniture,Hyderabad,242,4,968
273,2025-03-24,Electronics,Bangalore,978,6,5868
274,2025-01-06,Groceries,Bangalore,3544,2,7088
275,2024-08-16,Clothing,Chennai,3748,7,26236
276,2026-04-04,Clothing,Chennai,4851,7,33957
277,2024-12-12,Groceries,Chennai,1426,1,1426
278,2025-10-14,Electronics,Hyderabad,169,4,676
279,2024-08-27,Furniture,Mumbai,1714,9,15426
280,2024-06-30,Clothing,Delhi,557,1,557
281,2024-08-16,Clothing,Delhi,3491,10,34910
282,2025-11-15,Electronics,Hyderabad,1620,10,16200
283,2026-03-02,Electronics,Mumbai,3692,3,11076
284,2024-08-12,Groceries,Chennai,1683,8,13464
285,2025-02-17,Groceries,Hyderabad,1830,7,12810
286,2024-09-12,Electronics,Chennai,4107,7,28749
287,2025-09-07,Clothing,Delhi,937,3,2811
288,2025-10-23,Sports,Chennai,1260,5,6300
289,2026-06-16,Clothing,Chennai,4429,1,4429
290,2025-06-23,Clothing,Delhi,2300,10,23000
291,2026-06-22,Groceries,Bangalore,2499,1,2499
292,2024-10-27,Electronics,Bangalore,3489,10,34890
293,2025-05-30,Groceries,Bangalore,1320,7,9240
294,2025-08-10,Groceries,Mumbai,1877,9,16893
295,2025-06-10,Electronics,Chennai,3132,9,28188
296,2025-11-15,Electronics,Hyderabad,3890,1,3890
297,2024-12-17,Electronics,Chennai,578,5,2890
298,2026-04-17,Clothing,Mumbai,581,10,5810
299,2024-08-06,Furniture,Bangalore,2222,7,15554
300,2026-02-06,Furniture,Mumbai,4077,10,40770
301,2024-07-31,Clothing,Bangalore,886,8,7088
302,2026-03-08,Electronics,Mumbai,2856,4,11424
303,2024-08-30,Clothing,Hyderabad,2180,1,2180
304,2025-12-03,Clothing,Mumbai,3483,1,3483
305,2025-07-17,Sports,Hyderabad,3144,7,22008
306,2026-03-06,Sports,Delhi,4396,4,17584
307,2025-08-05,Groceries,Mumbai,1150,7,8050
308,2025-07-14,Furniture,Hyderabad,2771,2,5542
309,2026-06-19,Clothing,Mumbai,830,10,8300
310,2026-04-06,Clothing,Delhi,3940,6,23640
311,2026-04-08,Clothing,Chennai,1061,1,1061
312,2025-08-12,Clothing,Bangalore,2996,2,5992
313,2024-09-06,Furniture,Hyderabad,3177,1,3177
314,2024-07-11,Sports,Bangalore,4460,1,4460
315,2024-12-31,Electronics,Chennai,3481,10,34810
316,2026-05-20,Furniture,Mumbai,2758,6,16548
317,2024-11-03,Groceries,Hyderabad,421,6,2526
318,2025-10-12,Sports,Bangalore,4581,8,36648
319,2025-08-19,Electronics,Delhi,530,5,2650
320,2025-09-27,Electronics,Bangalore,2022,7,14154
321,2025-10-23,Electronics,Hyderabad,3099,9,27891
322,2024-11-22,Furniture,Chennai,1578,4,6312
323,2024-08-05,Electronics,Hyderabad,2915,10,29150
324,2026-01-07,Sports,Hyderabad,1455,1,1455
325,2025-01-09,Groceries,Hyderabad,844,7,5908
326,2025-12-06,Sports,Mumbai,4723,5,23615
327,2025-06-06,Groceries,Hyderabad,2829,5,14145
328,2024-10-30,Sports,Chennai,1560,1,1560
329,2026-03-31,Groceries,Hyderabad,1402,10,14020
330,2025-08-17,Groceries,Delhi,2865,8,22920
331,2024-09-27,Electronics,Hyderabad,621,6,3726
332,2026-06-19,Sports,Delhi,827,8,6616
333,2026-03-28,Clothing,Delhi,725,9,6525
334,2026-05-22,Furniture,Hyderabad,2797,4,11188
335,2025-11-03,Electronics,Chennai,111,6,666
336,2025-07-13,Clothing,Mumbai,3027,6,18162
337,2024-10-18,Groceries,Mumbai,651,10,6510
338,2025-01-20,Groceries,Delhi,506,10,5060
339,2025-09-11,Electronics,Hyderabad,2471,2,4942
340,2025-07-31,Electronics,Chennai,3765,5,18825
341,2024-08-22,Groceries,Bangalore,953,5,4765
342,2026-05-31,Electronics,Chennai,665,4,2660
343,2025-03-18,Furniture,Chennai,2420,2,4840
344,2026-04-08,Electronics,Bangalore,4738,10,47380
345,2025-04-18,Clothing,Chennai,3234,2,6468
346,2026-03-22,Furniture,Chennai,3386,9,30474
347,2025-10-26,Sports,Chennai,3619,4,14476
348,2025-01-21,Clothing,Hyderabad,568,4,2272
349,2025-04-21,Electronics,Mumbai,3403,1,3403
350,2024-10-17,Groceries,Chennai,2152,9,19368
351,2024-10-28,Sports,Bangalore,2656,6,15936
352,2026-01-29,Sports,Hyderabad,1734,3,5202
353,2024-12-05,Electronics,Mumbai,4806,4,19224
354,2025-01-15,Sports,Hyderabad,3867,3,11601
355,2024-12-27,Furniture,Hyderabad,584,1,584
356,2025-11-10,Clothing,Delhi,3407,2,6814
357,2025-12-23,Clothing,Hyderabad,3540,3,10620
358,2026-06-06,Furniture,Delhi,2607,5,13035
359,2025-07-31,Sports,Hyderabad,1815,10,18150
360,2025-04-14,Groceries,Delhi,2453,8,19624
361,2025-08-17,Clothing,Chennai,974,6,5844
362,2024-09-02,Furniture,Mumbai,3447,3,10341
363,2025-01-31,Furniture,Delhi,497,4,1988
364,2025-09-14,Furniture,Delhi,4064,10,40640
365,2026-03-11,Sports,Chennai,3260,9,29340
366,2025-11-06,Electronics,Chennai,752,6,4512
367,2026-05-23,Clothing,Delhi,3940,3,11820
368,2025-11-14,Groceries,Hyderabad,314,1,314
369,2025-03-09,Furniture,Delhi,1639,1,1639
370,2024-10-12,Clothing,Chennai,1585,6,9510
371,2024-09-14,Groceries,Bangalore,3298,6,19788
372,2025-01-05,Furniture,Mumbai,4487,10,44870
373,2025-09-18,Furniture,Chennai,675,4,2700
374,2024-07-26,Electronics,Hyderabad,3155,2,6310
375,2025-03-09,Electronics,Hyderabad,3017,3,9051
376,2024-12-08,Sports,Chennai,866,10,8660
377,2026-01-01,Electronics,Bangalore,2618,5,13090
378,2026-04-02,Furniture,Chennai,4738,8,37904
379,2025-10-19,Electronics,Delhi,3126,4,12504
380,2024-11-14,Electronics,Bangalore,3878,1,3878
381,2026-06-13,Sports,Hyderabad,3291,8,26328
382,2025-11-02,Furniture,Mumbai,4294,1,4294
383,2025-01-25,Sports,Bangalore,1809,2,3618
384,2024-10-13,Sports,Chennai,3305,5,16525
385,2025-05-28,Furniture,Bangalore,4449,9,40041
386,2025-12-21,Furniture,Chennai,4047,1,4047
387,2025-10-19,Sports,Bangalore,2445,7,17115
388,2025-03-04,Groceries,Chennai,1201,4,4804
389,2024-12-09,Clothing,Chennai,1350,1,1350
390,2026-05-09,Sports,Bangalore,4270,3,12810
391,2026-03-12,Electronics,Hyderabad,4086,3,12258
392,2025-12-19,Groceries,Hyderabad,1456,2,2912
393,2025-01-15,Clothing,Delhi,4376,2,8752
394,2025-12-17,Furniture,Delhi,2728,7,19096
395,2024-09-16,Clothing,Bangalore,3687,4,14748
396,2026-06-17,Clothing,Delhi,3165,4,12660
397,2025-03-26,Electronics,Mumbai,1135,8,9080
398,2025-11-14,Sports,Delhi,3990,1,3990
399,2025-10-12,Furniture,Chennai,3695,1,3695
400,2025-01-10,Electronics,Bangalore,1536,3,4608
401,2026-06-01,Groceries,Mumbai,1597,8,12776
402,2026-04-16,Electronics,Bangalore,4546,5,22730
403,2025-04-23,Clothing,Delhi,4125,7,28875
404,2024-10-02,Clothing,Delhi,4012,9,36108
405,2024-11-11,Clothing,Mumbai,2960,4,11840
406,2024-07-15,Groceries,Bangalore,2264,8,18112
407,2025-02-18,Groceries,Delhi,3826,10,38260
408,2025-05-18,Furniture,Hyderabad,1479,7,10353
409,2026-01-10,Sports,Mumbai,4349,8,34792
410,2025-02-27,Clothing,Delhi,992,3,2976
411,2025-07-31,Furniture,Hyderabad,3828,1,3828
412,2026-01-15,Groceries,Bangalore,4080,3,12240
413,2025-02-20,Groceries,Bangalore,559,8,4472
414,2026-01-16,Groceries,Hyderabad,765,6,4590
415,2025-06-02,Electronics,Mumbai,397,7,2779
416,2026-06-11,Clothing,Chennai,2217,10,22170
417,2026-06-12,Furniture,Bangalore,2649,2,5298
418,2025-09-09,Clothing,Hyderabad,1047,7,7329
419,2025-10-09,Furniture,Hyderabad,3074,2,6148
420,2025-07-23,Sports,Bangalore,4757,1,4757
421,2024-08-05,Furniture,Hyderabad,423,10,4230
422,2024-07-08,Sports,Delhi,1809,3,5427
423,2026-01-04,Sports,Mumbai,310,5,1550
424,2025-04-25,Sports,Mumbai,4107,2,8214
425,2025-02-05,Sports,Bangalore,4326,8,34608
426,2025-03-03,Groceries,Bangalore,4704,6,28224
427,2024-10-21,Electronics,Hyderabad,4326,6,25956
428,2025-04-23,Furniture,Chennai,3537,10,35370
429,2025-07-08,Clothing,Delhi,1862,1,1862
430,2024-09-21,Electronics,Hyderabad,2056,3,6168
431,2025-06-05,Sports,Bangalore,2562,2,5124
432,2025-01-18,Sports,Chennai,3882,2,7764
433,2025-06-23,Groceries,Chennai,3009,10,30090
434,2025-03-20,Sports,Chennai,2525,2,5050
435,2025-11-23,Electronics,Mumbai,1272,6,7632
436,2025-06-10,Electronics,Delhi,4353,4,17412
437,2025-08-30,Groceries,Mumbai,2434,7,17038
438,2026-01-06,Furniture,Bangalore,259,4,1036
439,2024-11-23,Furniture,Mumbai,2325,10,23250
440,2024-10-20,Furniture,Hyderabad,4446,8,35568
441,2026-01-01,Sports,Bangalore,1835,7,12845
442,2025-08-02,Sports,Mumbai,306,4,1224
443,2025-02-27,Sports,Chennai,2100,5,10500
444,2024-07-25,Clothing,Bangalore,1584,4,6336
445,2025-03-10,Clothing,Delhi,3664,7,25648
446,2025-11-07,Sports,Delhi,4531,7,31717
447,2025-02-16,Furniture,Chennai,2476,2,4952
448,2026-06-16,Clothing,Hyderabad,577,4,2308
449,2024-11-12,Sports,Mumbai,1887,6,11322
450,2026-03-26,Furniture,Delhi,525,1,525
451,2024-08-15,Sports,Delhi,2307,2,4614
452,2026-05-05,Sports,Bangalore,4307,1,4307
453,2025-10-18,Electronics,Delhi,1640,1,1640
454,2025-12-26,Clothing,Bangalore,2214,8,17712
455,2026-04-20,Furniture,Delhi,4484,5,22420
456,2025-01-07,Furniture,Mumbai,3659,2,7318
457,2025-10-06,Furniture,Delhi,3465,2,6930
458,2026-01-17,Furniture,Mumbai,4036,5,20180
459,2026-01-26,Furniture,Mumbai,4168,5,20840
460,2024-07-18,Furniture,Chennai,4176,6,25056
461,2025-06-29,Furniture,Delhi,3124,2,6248
462,2026-02-25,Clothing,Bangalore,3054,2,6108
463,2025-08-25,Furniture,Mumbai,4544,6,27264
464,2025-02-17,Furniture,Mumbai,1774,6,10644
465,2025-08-19,Electronics,Hyderabad,3240,9,29160
466,2024-12-16,Sports,Bangalore,2508,1,2508
467,2024-12-18,Sports,Hyderabad,4925,2,9850
468,2024-12-07,Electronics,Chennai,3294,6,19764
469,2024-08-10,Groceries,Bangalore,4353,7,30471
470,2025-03-26,Sports,Bangalore,4152,7,29064
471,2026-04-15,Electronics,Hyderabad,4252,10,42520
472,2025-07-21,Clothing,Mumbai,3884,4,15536
473,2025-06-09,Clothing,Delhi,631,5,3155
474,2025-06-20,Groceries,Mumbai,1433,5,7165
475,2024-07-19,Sports,Hyderabad,3120,9,28080
476,2025-09-29,Electronics,Mumbai,471,3,1413
477,2026-02-03,Sports,Chennai,3446,4,13784
478,2025-10-24,Sports,Delhi,2859,10,28590
479,2026-04-08,Clothing,Hyderabad,3270,6,19620
480,2025-02-14,Clothing,Mumbai,2838,5,14190
481,2024-11-24,Electronics,Chennai,2016,6,12096
482,2024-10-17,Groceries,Delhi,2806,8,22448
483,2025-07-22,Furniture,Chennai,1205,6,7230
484,2026-02-15,Clothing,Delhi,1556,7,10892
485,2025-07-26,Groceries,Delhi,4783,5,23915
486,2025-05-15,Sports,Mumbai,2087,10,20870
487,2025-08-13,Sports,Delhi,2704,6,16224
488,2026-04-12,Furniture,Mumbai,4900,5,24500
489,2026-05-31,Groceries,Bangalore,4577,9,41193
490,2025-08-16,Electronics,Hyderabad,805,6,4830
491,2025-07-04,Furniture,Chennai,2384,3,7152
492,2025-01-12,Groceries,Bangalore,4856,9,43704
493,2024-07-15,Furniture,Bangalore,4381,7,30667
494,2025-02-05,Groceries,Mumbai,2561,5,12805
495,2026-04-19,Electronics,Delhi,868,2,1736
496,2025-12-19,Furniture,Chennai,358,8,2864
497,2026-02-19,Groceries,Bangalore,4646,4,18584
498,2026-02-02,Furniture,Delhi,4639,6,27834
499,2026-02-17,Clothing,Bangalore,2113,4,8452
500,2025-07-06,Furniture,Delhi,2579,9,23211
501,2025-06-15,Groceries,Chennai,3309,10,33090
502,2026-01-22,Furniture,Delhi,3319,9,29871
503,2024-12-03,Sports,Delhi,3967,2,7934
504,2026-06-28,Groceries,Hyderabad,501,4,2004
505,2025-10-29,Groceries,Bangalore,2932,10,29320
506,2025-06-12,Electronics,Chennai,324,2,648
507,2024-11-22,Electronics,Delhi,3381,8,27048
508,2025-02-04,Clothing,Bangalore,3973,6,23838
509,2026-05-06,Electronics,Hyderabad,3696,6,22176
